model,run,instance,fl_line_hit,fl_file_hit,binary,consistent,alignment,chosen_annotator,annotator1,annotator2,coded
claude-opus,run3,matplotlib__matplotlib-25311,True,True,consistent,True,,,,,True
claude-opus,run3,matplotlib__matplotlib-25479,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,matplotlib__matplotlib-25960,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,matplotlib__matplotlib-26208,False,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,matplotlib__matplotlib-26466,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,mwaskom__seaborn-3187,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,psf__requests-2317,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,psf__requests-2931,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pydata__xarray-3095,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pydata__xarray-3305,True,True,consistent,True,partial,annotator2,,partial,True
claude-opus,run3,pydata__xarray-3993,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,pydata__xarray-4687,True,True,,,,,,,False
claude-opus,run3,pydata__xarray-6599,False,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,pydata__xarray-6938,False,False,consistent,True,,,,,True
claude-opus,run3,pydata__xarray-6992,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,pydata__xarray-7229,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pylint-dev__pylint-4604,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pylint-dev__pylint-6386,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,pylint-dev__pylint-6528,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,pylint-dev__pylint-8898,True,True,consistent,True,,,,,True
claude-opus,run3,pytest-dev__pytest-10051,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pytest-dev__pytest-5787,False,True,consistent,True,,,,,True
claude-opus,run3,pytest-dev__pytest-5840,False,True,conflicting,False,divergent,annotator2,,divergent,True
claude-opus,run3,pytest-dev__pytest-6197,True,True,consistent,True,,,,,True
claude-opus,run3,pytest-dev__pytest-7205,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pytest-dev__pytest-7236,True,True,consistent,True,divergent,annotator1,divergent,,True
claude-opus,run3,pytest-dev__pytest-7324,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,pytest-dev__pytest-7490,False,True,consistent,True,,,,,True
claude-opus,run3,pytest-dev__pytest-7571,False,True,consistent,True,aligned,annotator2,,aligned,True
claude-opus,run3,pytest-dev__pytest-8399,True,True,consistent,True,aligned,annotator2,,aligned,True
claude-opus,run3,scikit-learn__scikit-learn-10297,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,scikit-learn__scikit-learn-12973,False,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,scikit-learn__scikit-learn-13124,False,True,conflicting,False,,,,,True
claude-opus,run3,scikit-learn__scikit-learn-13142,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,scikit-learn__scikit-learn-14496,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,scikit-learn__scikit-learn-14629,False,True,consistent,True,aligned,annotator2,,aligned,True
claude-opus,run3,scikit-learn__scikit-learn-14983,False,True,consistent,True,aligned,annotator2,,aligned,True
claude-opus,run3,scikit-learn__scikit-learn-25747,False,True,consistent,True,,,,,True
claude-opus,run3,scikit-learn__scikit-learn-25931,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,scikit-learn__scikit-learn-25973,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,scikit-learn__scikit-learn-26194,True,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,scikit-learn__scikit-learn-9288,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-10449,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-11510,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-7462,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sphinx-doc__sphinx-7910,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sphinx-doc__sphinx-8056,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-8120,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-8475,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-8551,False,True,,,,,,,False
claude-opus,run3,sphinx-doc__sphinx-9320,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sphinx-doc__sphinx-9602,True,True,,,,,,,False
claude-opus,run3,sphinx-doc__sphinx-9658,False,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,sphinx-doc__sphinx-9711,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-13031,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-13877,False,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,sympy__sympy-14248,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sympy__sympy-15345,False,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-15976,False,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-16597,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sympy__sympy-16792,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-17318,True,True,consistent,True,,,,,True
claude-opus,run3,sympy__sympy-18698,False,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-19495,True,True,consistent,True,,,,,True
claude-opus,run3,sympy__sympy-19783,False,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sympy__sympy-20438,True,True,conflicting,False,divergent,annotator1,divergent,,True
claude-opus,run3,sympy__sympy-21379,True,True,consistent,True,aligned,annotator1,aligned,,True
claude-opus,run3,sympy__sympy-21596,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sympy__sympy-21930,True,True,consistent,True,partial,annotator1,partial,,True
claude-opus,run3,sympy__sympy-22080,False,False,consistent,True,aligned,annotator2,,aligned,True
claude-opus,run3,sympy__sympy-24562,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run1,astropy__astropy-13579,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,astropy__astropy-7606,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,astropy__astropy-8707,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-10554,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-11138,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-11532,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-11728,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,django__django-12155,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-13158,False,False,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run1,django__django-13195,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,django__django-13297,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-13343,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-13449,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-13512,True,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run1,django__django-13810,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-14011,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-14034,False,False,conflicting,False,contradictory,annotator1,contradictory,,True
gemini-3.1-flash-lite,run1,django__django-14315,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-14349,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-14434,False,True,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run1,django__django-15128,False,True,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run1,django__django-15572,True,True,,,,,,,False
gemini-3.1-flash-lite,run1,django__django-16145,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-16256,False,False,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,django__django-16315,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-16454,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-16502,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-16631,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,django__django-16901,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-20859,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-22719,False,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-23299,False,False,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-24026,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-24637,False,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run1,matplotlib__matplotlib-26466,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,psf__requests-2317,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run1,psf__requests-2931,False,False,consistent,True,,,,,True
gemini-3.1-flash-lite,run1,pydata__xarray-3095,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,pydata__xarray-3993,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,pydata__xarray-6599,False,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run1,pylint-dev__pylint-6386,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,pylint-dev__pylint-6528,False,True,,,,,,,False
gemini-3.1-flash-lite,run1,pytest-dev__pytest-5787,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-5840,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-6197,False,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-7205,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-7324,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-7571,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,pytest-dev__pytest-8399,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-10297,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-12973,False,True,conflicting,False,contradictory,annotator1,contradictory,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-13124,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-14496,True,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-14629,False,False,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-14983,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-25747,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-25931,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-25973,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,scikit-learn__scikit-learn-26194,True,True,,,,,,,False
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-11510,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-7462,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-7910,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-8056,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-8120,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-8475,True,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-8548,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-8551,False,True,,,,,,,False
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-9320,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-9602,False,True,conflicting,False,divergent,annotator2,,divergent,True
gemini-3.1-flash-lite,run1,sphinx-doc__sphinx-9658,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-13031,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-13877,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-15345,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-16597,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-19495,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-20438,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-21379,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-21596,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-21930,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run1,sympy__sympy-24562,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,astropy__astropy-14365,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,astropy__astropy-7606,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,astropy__astropy-8707,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-10554,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-11138,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-11400,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-11532,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-12155,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-13158,False,False,consistent,True,,,,,True
gemini-3.1-flash-lite,run2,django__django-13195,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,django__django-13297,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-13343,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-13512,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-14011,False,False,,,,,,,False
gemini-3.1-flash-lite,run2,django__django-14034,False,False,conflicting,False,contradictory,annotator1,contradictory,,True
gemini-3.1-flash-lite,run2,django__django-14053,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-14315,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-14434,False,True,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run2,django__django-15554,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-15732,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-16145,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-16256,False,False,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,django__django-16315,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-16454,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-16631,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,django__django-16901,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-24026,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-25287,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-25960,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-26466,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,mwaskom__seaborn-3187,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,psf__requests-2317,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run2,psf__requests-2931,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pydata__xarray-3095,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pydata__xarray-3993,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pydata__xarray-6992,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pylint-dev__pylint-4604,False,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run2,pylint-dev__pylint-6386,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pylint-dev__pylint-6528,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-10051,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-5840,True,True,conflicting,False,divergent,annotator2,,divergent,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-6197,False,True,,,,,,,False
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7205,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7490,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7571,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,pytest-dev__pytest-8399,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-10297,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-12973,False,True,conflicting,False,contradictory,annotator1,contradictory,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-13124,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-14496,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-14629,False,False,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-14983,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25747,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25931,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25973,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-26194,True,True,,,,,,,False
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-11510,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-7462,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-7910,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8120,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8475,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8548,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9320,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9602,False,True,,,,,,,False
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9658,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9711,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-13877,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-14248,False,True,,,,,,,False
gemini-3.1-flash-lite,run2,sympy__sympy-15345,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-16597,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-17318,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-19495,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-20438,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-21379,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-21930,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run2,sympy__sympy-24562,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,astropy__astropy-13579,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,astropy__astropy-14365,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,astropy__astropy-7606,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,astropy__astropy-8707,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-10554,False,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run3,django__django-11138,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-11400,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-11532,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-11728,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,django__django-11734,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-12155,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-13158,False,False,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run3,django__django-13195,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,django__django-13297,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-13343,False,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run3,django__django-13344,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-13512,True,True,conflicting,False,divergent,annotator1,divergent,,True
gemini-3.1-flash-lite,run3,django__django-14034,False,False,conflicting,False,contradictory,annotator1,contradictory,,True
gemini-3.1-flash-lite,run3,django__django-14315,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-14434,False,True,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run3,django__django-15128,False,True,consistent,True,aligned,annotator2,,aligned,True
gemini-3.1-flash-lite,run3,django__django-15572,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-16256,False,False,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,django__django-16315,False,False,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-16454,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-16631,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-16901,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,django__django-16938,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-20859,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-22719,False,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-24026,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-24637,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-25311,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-26466,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,psf__requests-2317,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run3,psf__requests-2931,False,False,consistent,True,,,,,True
gemini-3.1-flash-lite,run3,pydata__xarray-3095,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,pydata__xarray-3993,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,pydata__xarray-6599,False,True,consistent,True,,,,,True
gemini-3.1-flash-lite,run3,pylint-dev__pylint-4604,False,True,,,,,,,False
gemini-3.1-flash-lite,run3,pylint-dev__pylint-6528,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,pylint-dev__pylint-8898,False,False,,,,,,,False
gemini-3.1-flash-lite,run3,pytest-dev__pytest-10051,False,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,pytest-dev__pytest-5840,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,pytest-dev__pytest-6197,False,True,,,,,,,False
gemini-3.1-flash-lite,run3,pytest-dev__pytest-7205,True,True,consistent,True,aligned,annotator1,aligned,,True
gemini-3.1-flash-lite,run3,pytest-dev__pytest-7324,True,True,consistent,True,partial,annotator1,partial,,True
gemini-3.1-flash-lite,run3,pytest-dev__pytest-8399,True,True,consistent,True,partial,annotator2,,partial,True
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-10297,True,True,consistent,True,partial,annotator1,partial,,True
