model,run,instance,fl_correct,resolved,quadrant
gemini-3.1-flash-lite,run2,django__django-13343,True,True,both
gemini-3.1-flash-lite,run2,django__django-13512,True,False,fl_only
gemini-3.1-flash-lite,run2,django__django-14011,False,False,neither
gemini-3.1-flash-lite,run2,django__django-14034,False,False,neither
gemini-3.1-flash-lite,run2,django__django-14053,True,True,both
gemini-3.1-flash-lite,run2,django__django-14315,False,False,neither
gemini-3.1-flash-lite,run2,django__django-14434,False,True,apr_only
gemini-3.1-flash-lite,run2,django__django-15554,False,False,neither
gemini-3.1-flash-lite,run2,django__django-15732,True,True,both
gemini-3.1-flash-lite,run2,django__django-16145,True,True,both
gemini-3.1-flash-lite,run2,django__django-16256,False,False,neither
gemini-3.1-flash-lite,run2,django__django-16315,False,False,neither
gemini-3.1-flash-lite,run2,django__django-16454,True,False,fl_only
gemini-3.1-flash-lite,run2,django__django-16631,False,False,neither
gemini-3.1-flash-lite,run2,django__django-16901,False,True,apr_only
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-24026,True,True,both
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-25287,True,True,both
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-25960,False,False,neither
gemini-3.1-flash-lite,run2,matplotlib__matplotlib-26466,True,False,fl_only
gemini-3.1-flash-lite,run2,mwaskom__seaborn-3187,True,False,fl_only
gemini-3.1-flash-lite,run2,psf__requests-2317,True,True,both
gemini-3.1-flash-lite,run2,psf__requests-2931,False,False,neither
gemini-3.1-flash-lite,run2,pydata__xarray-3095,False,True,apr_only
gemini-3.1-flash-lite,run2,pydata__xarray-3993,True,False,fl_only
gemini-3.1-flash-lite,run2,pydata__xarray-6992,True,False,fl_only
gemini-3.1-flash-lite,run2,pylint-dev__pylint-4604,False,False,neither
gemini-3.1-flash-lite,run2,pylint-dev__pylint-6386,False,False,neither
gemini-3.1-flash-lite,run2,pylint-dev__pylint-6528,False,False,neither
gemini-3.1-flash-lite,run2,pytest-dev__pytest-10051,False,False,neither
gemini-3.1-flash-lite,run2,pytest-dev__pytest-5840,True,False,fl_only
gemini-3.1-flash-lite,run2,pytest-dev__pytest-6197,False,False,neither
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7205,True,True,both
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7490,False,False,neither
gemini-3.1-flash-lite,run2,pytest-dev__pytest-7571,False,True,apr_only
gemini-3.1-flash-lite,run2,pytest-dev__pytest-8399,True,True,both
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-10297,True,True,both
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-12973,False,True,apr_only
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-13124,True,True,both
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-14496,True,True,both
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-14629,False,False,neither
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25747,True,False,fl_only
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25931,False,True,apr_only
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-25973,False,True,apr_only
gemini-3.1-flash-lite,run2,scikit-learn__scikit-learn-26194,True,False,fl_only
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-11510,True,False,fl_only
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-7462,True,False,fl_only
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-7910,True,True,both
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8120,True,True,both
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8475,False,True,apr_only
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-8548,False,False,neither
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9320,False,True,apr_only
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9602,False,False,neither
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9658,False,False,neither
gemini-3.1-flash-lite,run2,sphinx-doc__sphinx-9711,True,False,fl_only
gemini-3.1-flash-lite,run2,sympy__sympy-13877,False,False,neither
gemini-3.1-flash-lite,run2,sympy__sympy-14248,False,False,neither
gemini-3.1-flash-lite,run2,sympy__sympy-15345,True,True,both
gemini-3.1-flash-lite,run2,sympy__sympy-16597,True,False,fl_only
gemini-3.1-flash-lite,run2,sympy__sympy-17318,False,False,neither
gemini-3.1-flash-lite,run2,sympy__sympy-19495,True,True,both
gemini-3.1-flash-lite,run2,sympy__sympy-20438,False,False,neither
gemini-3.1-flash-lite,run2,sympy__sympy-21379,False,True,apr_only
gemini-3.1-flash-lite,run2,sympy__sympy-21930,True,False,fl_only
gemini-3.1-flash-lite,run2,sympy__sympy-24562,True,True,both
gemini-3.1-flash-lite,run3,astropy__astropy-13579,False,True,apr_only
gemini-3.1-flash-lite,run3,astropy__astropy-14365,True,False,fl_only
gemini-3.1-flash-lite,run3,astropy__astropy-7606,True,False,fl_only
gemini-3.1-flash-lite,run3,astropy__astropy-8707,False,False,neither
gemini-3.1-flash-lite,run3,django__django-10554,False,False,neither
gemini-3.1-flash-lite,run3,django__django-11138,True,False,fl_only
gemini-3.1-flash-lite,run3,django__django-11400,True,False,fl_only
gemini-3.1-flash-lite,run3,django__django-11532,False,False,neither
gemini-3.1-flash-lite,run3,django__django-11728,False,False,neither
gemini-3.1-flash-lite,run3,django__django-11734,False,False,neither
gemini-3.1-flash-lite,run3,django__django-12155,True,True,both
gemini-3.1-flash-lite,run3,django__django-13158,False,True,apr_only
gemini-3.1-flash-lite,run3,django__django-13195,True,False,fl_only
gemini-3.1-flash-lite,run3,django__django-13297,False,True,apr_only
gemini-3.1-flash-lite,run3,django__django-13343,False,True,apr_only
gemini-3.1-flash-lite,run3,django__django-13344,False,False,neither
gemini-3.1-flash-lite,run3,django__django-13512,True,False,fl_only
gemini-3.1-flash-lite,run3,django__django-14034,False,False,neither
gemini-3.1-flash-lite,run3,django__django-14315,False,False,neither
gemini-3.1-flash-lite,run3,django__django-14434,False,True,apr_only
gemini-3.1-flash-lite,run3,django__django-15128,False,False,neither
gemini-3.1-flash-lite,run3,django__django-15572,True,True,both
gemini-3.1-flash-lite,run3,django__django-16256,False,False,neither
gemini-3.1-flash-lite,run3,django__django-16315,False,False,neither
gemini-3.1-flash-lite,run3,django__django-16631,False,False,neither
gemini-3.1-flash-lite,run3,django__django-16901,False,True,apr_only
gemini-3.1-flash-lite,run3,django__django-16938,False,False,neither
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-20859,True,True,both
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-22719,False,True,apr_only
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-24026,True,True,both
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-24637,True,False,fl_only
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-25311,False,False,neither
gemini-3.1-flash-lite,run3,matplotlib__matplotlib-26466,True,False,fl_only
gemini-3.1-flash-lite,run3,psf__requests-2317,True,False,fl_only
gemini-3.1-flash-lite,run3,psf__requests-2931,False,False,neither
gemini-3.1-flash-lite,run3,pydata__xarray-3095,False,True,apr_only
gemini-3.1-flash-lite,run3,pydata__xarray-3993,True,False,fl_only
gemini-3.1-flash-lite,run3,pydata__xarray-6599,False,False,neither
gemini-3.1-flash-lite,run3,pylint-dev__pylint-4604,False,False,neither
gemini-3.1-flash-lite,run3,pylint-dev__pylint-6528,False,False,neither
gemini-3.1-flash-lite,run3,pylint-dev__pylint-8898,False,False,neither
gemini-3.1-flash-lite,run3,pytest-dev__pytest-10051,False,False,neither
gemini-3.1-flash-lite,run3,pytest-dev__pytest-5840,True,False,fl_only
gemini-3.1-flash-lite,run3,pytest-dev__pytest-6197,False,False,neither
gemini-3.1-flash-lite,run3,pytest-dev__pytest-7205,True,True,both
gemini-3.1-flash-lite,run3,pytest-dev__pytest-7324,True,False,fl_only
gemini-3.1-flash-lite,run3,pytest-dev__pytest-8399,True,True,both
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-10297,True,True,both
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-12973,False,True,apr_only
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-14496,True,True,both
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-14629,False,False,neither
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-14983,True,False,fl_only
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-25747,True,False,fl_only
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-25973,True,True,both
gemini-3.1-flash-lite,run3,scikit-learn__scikit-learn-26194,True,False,fl_only
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-11510,True,False,fl_only
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-7462,False,False,neither
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-7910,True,True,both
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-8120,True,True,both
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-8475,True,True,both
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-8548,False,False,neither
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-9320,False,True,apr_only
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-9602,False,False,neither
gemini-3.1-flash-lite,run3,sphinx-doc__sphinx-9658,False,False,neither
gemini-3.1-flash-lite,run3,sympy__sympy-13031,False,False,neither
gemini-3.1-flash-lite,run3,sympy__sympy-13877,False,False,neither
gemini-3.1-flash-lite,run3,sympy__sympy-15345,False,True,apr_only
gemini-3.1-flash-lite,run3,sympy__sympy-16597,True,False,fl_only
gemini-3.1-flash-lite,run3,sympy__sympy-19495,True,True,both
gemini-3.1-flash-lite,run3,sympy__sympy-21596,False,False,neither
gemini-3.1-flash-lite,run3,sympy__sympy-21930,True,False,fl_only
gemini-3.1-flash-lite,run3,sympy__sympy-24562,True,True,both
gpt-5-3-codex,run1,astropy__astropy-14365,True,False,fl_only
gpt-5-3-codex,run1,astropy__astropy-14598,True,False,fl_only
gpt-5-3-codex,run1,astropy__astropy-7606,True,False,fl_only
gpt-5-3-codex,run1,astropy__astropy-7671,False,True,apr_only
gpt-5-3-codex,run1,astropy__astropy-8707,True,False,fl_only
gpt-5-3-codex,run1,astropy__astropy-8872,True,False,fl_only
gpt-5-3-codex,run1,django__django-10554,False,False,neither
gpt-5-3-codex,run1,django__django-11138,True,False,fl_only
gpt-5-3-codex,run1,django__django-11265,True,False,fl_only
gpt-5-3-codex,run1,django__django-11400,True,False,fl_only
gpt-5-3-codex,run1,django__django-11532,False,False,neither
gpt-5-3-codex,run1,django__django-11728,False,False,neither
gpt-5-3-codex,run1,django__django-12155,True,True,both
gpt-5-3-codex,run1,django__django-12406,True,False,fl_only
gpt-5-3-codex,run1,django__django-13158,False,True,apr_only
gpt-5-3-codex,run1,django__django-13195,True,False,fl_only
gpt-5-3-codex,run1,django__django-13343,True,True,both
gpt-5-3-codex,run1,django__django-13344,False,False,neither
gpt-5-3-codex,run1,django__django-13346,False,True,apr_only
gpt-5-3-codex,run1,django__django-13449,True,False,fl_only
gpt-5-3-codex,run1,django__django-13512,True,False,fl_only
gpt-5-3-codex,run1,django__django-13810,True,True,both
gpt-5-3-codex,run1,django__django-14007,True,True,both
gpt-5-3-codex,run1,django__django-14011,True,False,fl_only
gpt-5-3-codex,run1,django__django-14034,False,False,neither
gpt-5-3-codex,run1,django__django-14053,True,False,fl_only
gpt-5-3-codex,run1,django__django-14170,False,False,neither
gpt-5-3-codex,run1,django__django-14315,True,False,fl_only
gpt-5-3-codex,run1,django__django-14349,False,True,apr_only
gpt-5-3-codex,run1,django__django-14434,False,True,apr_only
gpt-5-3-codex,run1,django__django-15128,False,False,neither
gpt-5-3-codex,run1,django__django-15503,False,False,neither
gpt-5-3-codex,run1,django__django-15554,False,False,neither
gpt-5-3-codex,run1,django__django-15563,True,False,fl_only
gpt-5-3-codex,run1,django__django-15572,True,True,both
gpt-5-3-codex,run1,django__django-15629,True,False,fl_only
gpt-5-3-codex,run1,django__django-15732,False,False,neither
gpt-5-3-codex,run1,django__django-15916,True,False,fl_only
gpt-5-3-codex,run1,django__django-16145,False,False,neither
gpt-5-3-codex,run1,django__django-16256,False,False,neither
gpt-5-3-codex,run1,django__django-16454,False,True,apr_only
gpt-5-3-codex,run1,django__django-16631,True,False,fl_only
gpt-5-3-codex,run1,django__django-16901,True,True,both
gpt-5-3-codex,run1,django__django-16938,True,True,both
gpt-5-3-codex,run1,django__django-17084,True,True,both
gpt-5-3-codex,run1,matplotlib__matplotlib-20859,True,False,fl_only
gpt-5-3-codex,run1,matplotlib__matplotlib-22719,True,True,both
gpt-5-3-codex,run1,matplotlib__matplotlib-23299,False,False,neither
gpt-5-3-codex,run1,matplotlib__matplotlib-24026,True,True,both
gpt-5-3-codex,run1,matplotlib__matplotlib-24637,False,True,apr_only
gpt-5-3-codex,run1,matplotlib__matplotlib-25287,True,True,both
gpt-5-3-codex,run1,matplotlib__matplotlib-25311,True,True,both
gpt-5-3-codex,run1,matplotlib__matplotlib-25479,False,False,neither
gpt-5-3-codex,run1,matplotlib__matplotlib-25960,False,False,neither
gpt-5-3-codex,run1,matplotlib__matplotlib-26466,True,False,fl_only
gpt-5-3-codex,run1,mwaskom__seaborn-3187,True,False,fl_only
gpt-5-3-codex,run1,psf__requests-2317,True,True,both
gpt-5-3-codex,run1,psf__requests-2931,True,False,fl_only
gpt-5-3-codex,run1,pydata__xarray-3095,False,True,apr_only
gpt-5-3-codex,run1,pydata__xarray-3305,True,True,both
gpt-5-3-codex,run1,pydata__xarray-3993,True,False,fl_only
gpt-5-3-codex,run1,pydata__xarray-4687,False,False,neither
gpt-5-3-codex,run1,pydata__xarray-6599,True,True,both
gpt-5-3-codex,run1,pydata__xarray-6938,False,False,neither
gpt-5-3-codex,run1,pydata__xarray-6992,False,False,neither
gpt-5-3-codex,run1,pylint-dev__pylint-4604,False,False,neither
gpt-5-3-codex,run1,pylint-dev__pylint-6386,False,False,neither
gpt-5-3-codex,run1,pylint-dev__pylint-6528,False,False,neither
gpt-5-3-codex,run1,pylint-dev__pylint-8898,True,False,fl_only
gpt-5-3-codex,run1,pytest-dev__pytest-10051,False,False,neither
gpt-5-3-codex,run1,pytest-dev__pytest-5787,True,True,both
gpt-5-3-codex,run1,pytest-dev__pytest-7205,True,True,both
gpt-5-3-codex,run1,pytest-dev__pytest-7324,True,False,fl_only
gpt-5-3-codex,run1,pytest-dev__pytest-7490,False,False,neither
gpt-5-3-codex,run1,pytest-dev__pytest-7571,False,True,apr_only
gpt-5-3-codex,run1,pytest-dev__pytest-8399,False,True,apr_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-10297,True,True,both
gpt-5-3-codex,run1,scikit-learn__scikit-learn-12973,False,False,neither
gpt-5-3-codex,run1,scikit-learn__scikit-learn-13124,False,False,neither
gpt-5-3-codex,run1,scikit-learn__scikit-learn-13142,False,True,apr_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-14496,True,True,both
gpt-5-3-codex,run1,scikit-learn__scikit-learn-14629,False,False,neither
gpt-5-3-codex,run1,scikit-learn__scikit-learn-14983,True,False,fl_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-25747,True,False,fl_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-25931,True,False,fl_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-25973,True,False,fl_only
gpt-5-3-codex,run1,scikit-learn__scikit-learn-26194,True,True,both
gpt-5-3-codex,run1,sphinx-doc__sphinx-7462,True,False,fl_only
gpt-5-3-codex,run1,sphinx-doc__sphinx-7910,True,False,fl_only
gpt-5-3-codex,run1,sphinx-doc__sphinx-8120,True,True,both
gpt-5-3-codex,run1,sphinx-doc__sphinx-8475,False,True,apr_only
gpt-5-3-codex,run1,sphinx-doc__sphinx-8548,False,False,neither
gpt-5-3-codex,run1,sphinx-doc__sphinx-8551,False,False,neither
gpt-5-3-codex,run1,sphinx-doc__sphinx-9320,True,True,both
gpt-5-3-codex,run1,sphinx-doc__sphinx-9602,False,False,neither
gpt-5-3-codex,run1,sphinx-doc__sphinx-9711,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-13031,False,True,apr_only
gpt-5-3-codex,run1,sympy__sympy-13877,False,True,apr_only
gpt-5-3-codex,run1,sympy__sympy-14248,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-15345,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-15976,False,True,apr_only
gpt-5-3-codex,run1,sympy__sympy-16597,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-16792,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-17318,True,True,both
gpt-5-3-codex,run1,sympy__sympy-19495,True,True,both
gpt-5-3-codex,run1,sympy__sympy-19783,True,False,fl_only
gpt-5-3-codex,run1,sympy__sympy-22080,False,False,neither
gpt-5-3-codex,run1,sympy__sympy-24562,False,False,neither
gpt-5-3-codex,run2,astropy__astropy-14365,True,False,fl_only
gpt-5-3-codex,run2,astropy__astropy-14598,True,False,fl_only
gpt-5-3-codex,run2,astropy__astropy-7606,True,False,fl_only
gpt-5-3-codex,run2,astropy__astropy-7671,False,True,apr_only
gpt-5-3-codex,run2,astropy__astropy-8707,True,False,fl_only
gpt-5-3-codex,run2,astropy__astropy-8872,True,False,fl_only
gpt-5-3-codex,run2,django__django-10554,False,False,neither
gpt-5-3-codex,run2,django__django-11138,True,False,fl_only
gpt-5-3-codex,run2,django__django-11265,True,False,fl_only
gpt-5-3-codex,run2,django__django-11400,True,False,fl_only
gpt-5-3-codex,run2,django__django-11532,False,False,neither
gpt-5-3-codex,run2,django__django-11734,True,False,fl_only
gpt-5-3-codex,run2,django__django-11740,True,True,both
gpt-5-3-codex,run2,django__django-12155,True,True,both
gpt-5-3-codex,run2,django__django-12406,True,False,fl_only
gpt-5-3-codex,run2,django__django-13121,False,False,neither
gpt-5-3-codex,run2,django__django-13195,True,False,fl_only
gpt-5-3-codex,run2,django__django-13297,True,False,fl_only
gpt-5-3-codex,run2,django__django-13343,True,True,both
gpt-5-3-codex,run2,django__django-13344,False,False,neither
gpt-5-3-codex,run2,django__django-13346,False,True,apr_only
gpt-5-3-codex,run2,django__django-13449,True,False,fl_only
gpt-5-3-codex,run2,django__django-13512,True,False,fl_only
gpt-5-3-codex,run2,django__django-13810,True,True,both
gpt-5-3-codex,run2,django__django-14007,True,False,fl_only
gpt-5-3-codex,run2,django__django-14011,True,False,fl_only
gpt-5-3-codex,run2,django__django-14034,False,False,neither
gpt-5-3-codex,run2,django__django-14053,True,False,fl_only
gpt-5-3-codex,run2,django__django-14315,False,False,neither
gpt-5-3-codex,run2,django__django-14349,False,True,apr_only
gpt-5-3-codex,run2,django__django-14434,False,True,apr_only
gpt-5-3-codex,run2,django__django-15128,False,False,neither
gpt-5-3-codex,run2,django__django-15503,False,False,neither
gpt-5-3-codex,run2,django__django-15554,False,False,neither
gpt-5-3-codex,run2,django__django-15563,True,False,fl_only
gpt-5-3-codex,run2,django__django-15572,True,True,both
gpt-5-3-codex,run2,django__django-15629,False,False,neither
gpt-5-3-codex,run2,django__django-15732,True,False,fl_only
gpt-5-3-codex,run2,django__django-15916,True,False,fl_only
gpt-5-3-codex,run2,django__django-16145,False,True,apr_only
gpt-5-3-codex,run2,django__django-16256,False,False,neither
gpt-5-3-codex,run2,django__django-16315,False,False,neither
gpt-5-3-codex,run2,django__django-16454,False,False,neither
gpt-5-3-codex,run2,django__django-16631,False,True,apr_only
gpt-5-3-codex,run2,django__django-16901,False,True,apr_only
gpt-5-3-codex,run2,django__django-16938,True,True,both
gpt-5-3-codex,run2,django__django-17084,False,False,neither
gpt-5-3-codex,run2,matplotlib__matplotlib-20859,False,True,apr_only
gpt-5-3-codex,run2,matplotlib__matplotlib-22719,True,True,both
gpt-5-3-codex,run2,matplotlib__matplotlib-24026,True,False,fl_only
gpt-5-3-codex,run2,matplotlib__matplotlib-24637,False,True,apr_only
gpt-5-3-codex,run2,matplotlib__matplotlib-25287,True,False,fl_only
gpt-5-3-codex,run2,matplotlib__matplotlib-25311,True,False,fl_only
gpt-5-3-codex,run2,matplotlib__matplotlib-25479,True,False,fl_only
gpt-5-3-codex,run2,matplotlib__matplotlib-25960,False,False,neither
gpt-5-3-codex,run2,matplotlib__matplotlib-26466,True,False,fl_only
gpt-5-3-codex,run2,mwaskom__seaborn-3187,True,False,fl_only
gpt-5-3-codex,run2,psf__requests-2317,True,False,fl_only
gpt-5-3-codex,run2,psf__requests-2931,True,False,fl_only
gpt-5-3-codex,run2,pydata__xarray-3095,True,True,both
gpt-5-3-codex,run2,pydata__xarray-3305,True,True,both
gpt-5-3-codex,run2,pydata__xarray-3993,True,True,both
gpt-5-3-codex,run2,pydata__xarray-4687,True,False,fl_only
gpt-5-3-codex,run2,pydata__xarray-6938,False,False,neither
gpt-5-3-codex,run2,pydata__xarray-6992,False,False,neither
gpt-5-3-codex,run2,pylint-dev__pylint-4604,True,False,fl_only
gpt-5-3-codex,run2,pylint-dev__pylint-6386,False,False,neither
gpt-5-3-codex,run2,pylint-dev__pylint-6528,False,False,neither
gpt-5-3-codex,run2,pylint-dev__pylint-8898,True,False,fl_only
gpt-5-3-codex,run2,pytest-dev__pytest-10051,False,False,neither
gpt-5-3-codex,run2,pytest-dev__pytest-5840,False,False,neither
gpt-5-3-codex,run2,pytest-dev__pytest-6197,False,False,neither
gpt-5-3-codex,run2,pytest-dev__pytest-7205,True,True,both
gpt-5-3-codex,run2,pytest-dev__pytest-7236,True,False,fl_only
gpt-5-3-codex,run2,pytest-dev__pytest-7324,True,False,fl_only
gpt-5-3-codex,run2,pytest-dev__pytest-7490,False,False,neither
gpt-5-3-codex,run2,pytest-dev__pytest-7571,True,True,both
gpt-5-3-codex,run2,pytest-dev__pytest-8399,True,True,both
gpt-5-3-codex,run2,scikit-learn__scikit-learn-10297,True,True,both
gpt-5-3-codex,run2,scikit-learn__scikit-learn-12973,False,False,neither
gpt-5-3-codex,run2,scikit-learn__scikit-learn-13124,False,False,neither
gpt-5-3-codex,run2,scikit-learn__scikit-learn-13142,False,True,apr_only
gpt-5-3-codex,run2,scikit-learn__scikit-learn-14496,True,True,both
gpt-5-3-codex,run2,scikit-learn__scikit-learn-14629,False,False,neither
gpt-5-3-codex,run2,scikit-learn__scikit-learn-14983,True,False,fl_only
gpt-5-3-codex,run2,scikit-learn__scikit-learn-25747,True,False,fl_only
gpt-5-3-codex,run2,scikit-learn__scikit-learn-25931,True,False,fl_only
gpt-5-3-codex,run2,scikit-learn__scikit-learn-25973,True,False,fl_only
gpt-5-3-codex,run2,scikit-learn__scikit-learn-26194,True,True,both
gpt-5-3-codex,run2,scikit-learn__scikit-learn-9288,True,True,both
gpt-5-3-codex,run2,sphinx-doc__sphinx-10449,False,False,neither
gpt-5-3-codex,run2,sphinx-doc__sphinx-7462,True,False,fl_only
gpt-5-3-codex,run2,sphinx-doc__sphinx-7910,True,True,both
gpt-5-3-codex,run2,sphinx-doc__sphinx-8120,False,True,apr_only
gpt-5-3-codex,run2,sphinx-doc__sphinx-8475,True,True,both
gpt-5-3-codex,run2,sphinx-doc__sphinx-8548,False,False,neither
gpt-5-3-codex,run2,sphinx-doc__sphinx-9320,True,True,both
gpt-5-3-codex,run2,sphinx-doc__sphinx-9658,True,False,fl_only
gpt-5-3-codex,run2,sympy__sympy-13031,False,True,apr_only
gpt-5-3-codex,run2,sympy__sympy-13877,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-14248,True,False,fl_only
gpt-5-3-codex,run2,sympy__sympy-15345,False,True,apr_only
gpt-5-3-codex,run2,sympy__sympy-15976,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-16597,True,False,fl_only
gpt-5-3-codex,run2,sympy__sympy-16792,True,True,both
gpt-5-3-codex,run2,sympy__sympy-17318,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-18698,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-19495,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-19783,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-21596,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-22080,False,False,neither
gpt-5-3-codex,run2,sympy__sympy-24562,False,False,neither
gpt-5-3-codex,run3,astropy__astropy-13579,True,True,both
gpt-5-3-codex,run3,astropy__astropy-14365,True,False,fl_only
gpt-5-3-codex,run3,astropy__astropy-14598,True,False,fl_only
gpt-5-3-codex,run3,astropy__astropy-7606,True,False,fl_only
gpt-5-3-codex,run3,astropy__astropy-7671,True,True,both
gpt-5-3-codex,run3,astropy__astropy-8707,True,False,fl_only
gpt-5-3-codex,run3,astropy__astropy-8872,True,False,fl_only
gpt-5-3-codex,run3,django__django-10554,False,False,neither
gpt-5-3-codex,run3,django__django-11138,True,False,fl_only
gpt-5-3-codex,run3,django__django-11265,False,False,neither
gpt-5-3-codex,run3,django__django-11400,True,False,fl_only
gpt-5-3-codex,run3,django__django-11532,False,True,apr_only
gpt-5-3-codex,run3,django__django-11728,True,False,fl_only
gpt-5-3-codex,run3,django__django-11740,True,True,both
gpt-5-3-codex,run3,django__django-12155,True,True,both
gpt-5-3-codex,run3,django__django-12406,False,False,neither
gpt-5-3-codex,run3,django__django-13121,False,False,neither
gpt-5-3-codex,run3,django__django-13195,True,False,fl_only
gpt-5-3-codex,run3,django__django-13297,False,False,neither
gpt-5-3-codex,run3,django__django-13343,True,True,both
gpt-5-3-codex,run3,django__django-13344,False,False,neither
gpt-5-3-codex,run3,django__django-13346,False,True,apr_only
gpt-5-3-codex,run3,django__django-13449,False,False,neither
gpt-5-3-codex,run3,django__django-13512,True,False,fl_only
gpt-5-3-codex,run3,django__django-13810,True,True,both
gpt-5-3-codex,run3,django__django-14007,True,False,fl_only
gpt-5-3-codex,run3,django__django-14011,False,False,neither
gpt-5-3-codex,run3,django__django-14034,False,False,neither
gpt-5-3-codex,run3,django__django-14053,True,False,fl_only
gpt-5-3-codex,run3,django__django-14170,False,False,neither
gpt-5-3-codex,run3,django__django-14315,False,False,neither
gpt-5-3-codex,run3,django__django-14349,True,True,both
gpt-5-3-codex,run3,django__django-14434,False,True,apr_only
gpt-5-3-codex,run3,django__django-15128,False,False,neither
gpt-5-3-codex,run3,django__django-15503,False,False,neither
gpt-5-3-codex,run3,django__django-15554,False,False,neither
gpt-5-3-codex,run3,django__django-15563,True,False,fl_only
gpt-5-3-codex,run3,django__django-15572,True,True,both
gpt-5-3-codex,run3,django__django-15629,True,False,fl_only
gpt-5-3-codex,run3,django__django-15732,False,False,neither
gpt-5-3-codex,run3,django__django-15916,True,False,fl_only
gpt-5-3-codex,run3,django__django-16145,False,True,apr_only
gpt-5-3-codex,run3,django__django-16256,False,False,neither
gpt-5-3-codex,run3,django__django-16454,False,True,apr_only
gpt-5-3-codex,run3,django__django-16502,False,False,neither
gpt-5-3-codex,run3,django__django-16631,False,True,apr_only
gpt-5-3-codex,run3,django__django-16901,True,True,both
gpt-5-3-codex,run3,django__django-16938,True,True,both
gpt-5-3-codex,run3,matplotlib__matplotlib-20859,True,True,both
gpt-5-3-codex,run3,matplotlib__matplotlib-22719,False,True,apr_only
gpt-5-3-codex,run3,matplotlib__matplotlib-23299,False,False,neither
gpt-5-3-codex,run3,matplotlib__matplotlib-24026,False,True,apr_only
gpt-5-3-codex,run3,matplotlib__matplotlib-24637,False,True,apr_only
gpt-5-3-codex,run3,matplotlib__matplotlib-25287,True,True,both
gpt-5-3-codex,run3,matplotlib__matplotlib-25311,True,True,both
gpt-5-3-codex,run3,matplotlib__matplotlib-25479,True,False,fl_only
gpt-5-3-codex,run3,matplotlib__matplotlib-25960,False,False,neither
